team_id,team_name,season_id,season_name,season_year,matches_played,total_yellow_cards,yellow_cards_per_game,total_red_cards,total_fouls,fouls_per_game,total_offsides,offsides_per_game,total_free_kicks,free_kicks_per_game
3115,Widzew Łódź,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3117,Pogoń Szczecin,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3119,Polonia Warszawa,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3121,Lech Poznań,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3128,GKS Bełchatów,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
5065,MKS Korona Kielce,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7691,Jagiellonia Białystok,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7913,KS Lechia Gdańsk,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7918,Piast Gliwice,4634,Ekstraklasa 12/13,12/13,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3105,Ruch Chorzów,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3106,Legia Warszawa,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3108,Śląsk Wrocław,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3110,Górnik Zabrze,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3111,Wisła Kraków,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3113,Zagłębie Lubin,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3115,Widzew Łódź,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3119,Polonia Warszawa,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3121,Lech Poznań,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3123,ŁKS Łódź,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3128,GKS Bełchatów,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
4901,Cracovia,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
5065,MKS Korona Kielce,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7691,Jagiellonia Białystok,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7913,KS Lechia Gdańsk,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7919,Podbeskidzie Bielsko-Biała,3411,Ekstraklasa 11/12,11/12,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3105,Ruch Chorzów,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3106,Legia Warszawa,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3108,Śląsk Wrocław,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3110,Górnik Zabrze,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3111,Wisła Kraków,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3113,Zagłębie Lubin,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3115,Widzew Łódź,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3119,Polonia Warszawa,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3121,Lech Poznań,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3128,GKS Bełchatów,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
4901,Cracovia,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
5064,MZKS Arka Gdynia,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
5065,MKS Korona Kielce,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7691,Jagiellonia Białystok,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7692,Polonia Bytom,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7913,KS Lechia Gdańsk,2737,Ekstraklasa 10/11,10/11,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3105,Ruch Chorzów,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3106,Legia Warszawa,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3108,Śląsk Wrocław,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3111,Wisła Kraków,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3113,Zagłębie Lubin,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3114,MKS Odra Wodzisław Śląski,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3119,Polonia Warszawa,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3121,Lech Poznań,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3128,GKS Bełchatów,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
4901,Cracovia,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
5064,MZKS Arka Gdynia,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
5065,MKS Korona Kielce,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7691,Jagiellonia Białystok,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7692,Polonia Bytom,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7913,KS Lechia Gdańsk,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7918,Piast Gliwice,2275,Ekstraklasa 09/10,09/10,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3105,Ruch Chorzów,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3106,Legia Warszawa,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3108,Śląsk Wrocław,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3110,Górnik Zabrze,1691,Ekstraklasa 08/09,08/09,31,0,0.00,0,0,0.00,0,0.00,0,0.00
3111,Wisła Kraków,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3114,MKS Odra Wodzisław Śląski,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3119,Polonia Warszawa,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3121,Lech Poznań,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3123,ŁKS Łódź,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
3128,GKS Bełchatów,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
4901,Cracovia,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
5064,MZKS Arka Gdynia,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7691,Jagiellonia Białystok,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7692,Polonia Bytom,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7913,KS Lechia Gdańsk,1691,Ekstraklasa 08/09,08/09,30,0,0.00,0,0,0.00,0,0.00,0,0.00
7918,Piast Gliwice,1691,Ekstraklasa 08/09,08/09,31,0,0.00,0,0,0.00,0,0.00,0,0.00
